,0 Present day longitude (degrees),1 Present day latitude (degrees),2 Reconstructed longitude (degrees),3 Reconstructed latitude (degrees),4 Age (Ma),5 Time before mineralisation (Myr),6 Seafloor age (Myr),7 Segment length (km),8 Slab length (km),9 Distance to trench edge (km),10 Subducting plate normal velocity (km/Myr),11 Subducting plate parallel velocity (km/Myr),12 Overriding plate normal velocity (km/Myr),13 Overriding plate parallel velocity (km/Myr),14 Convergence normal rate (km/Myr),15 Convergence parallel rate (km/Myr),16 Subduction polarity (degrees),17 Subduction obliquity (degrees),18 Distance along margin (km),19 Subduction obliquity signed (radians),20 Ore Deposits Binary Flag (1 or 0)
37,-69.26,-20.04,-57.220343038989085,-25.143372105957237,52.0,0.0,46.24644380138388,59.31998,4478.53325,2919.31805,26.71132,-54.72248,-41.7096,-27.88046,53.28459,-50.03773,-7.47255,43.2001,2939.8251600000003,-0.7539839261786693,1.0
38,-69.08,-24.13,-60.81632589932702,-28.154745408782272,37.0,0.0,56.60148066942494,56.29525,3168.39605,3168.39605,9.31517,14.86092,-26.77428,-1.0645,29.48685,2.95976,3.88152,5.73189,2549.28917,0.10004051107467996,1.0
39,-68.9,-22.28,-61.79206552571369,-26.280689632151553,33.0,0.0,60.78478272728968,56.31281,3336.64301,3111.39708,61.46965,48.65238,-25.65989,1.43082,82.0158,41.34372,3.0893,26.75243,2717.40785,0.46691790265459987,1.0
40,-68.71,-20.96,-61.898517536716255,-24.934314822172553,32.0,0.0,61.461238955206014,56.00598,3447.89563,2999.44983,73.82685,28.92838,-24.22999,8.57449,91.74677,16.37067,-13.15121,10.117,2828.7525600000004,0.17657489840956975,1.0
41,-68.74,-21.95,-60.827774372378194,-25.959969786434538,36.0,0.0,58.53543257761052,55.58482,3392.74949,3056.32862,14.50854,12.29049,-26.89541,3.077,33.05693,-2.17563,-5.02965,3.76548,2772.84261,-0.06571986095280948,1.0
42,-68.89,-20.92,-61.2932316544509,-24.931181318051966,35.0,0.0,59.80591048662891,55.99313,3448.5834,3000.17251,16.57337,9.50831,-26.2408,6.94266,33.0431,-7.0799,-13.37579,12.09349,2828.7525600000004,-0.21107121861576286,1.0
43,-70.3,-33.15,-69.46680460082779,-33.767837491726624,5.0,0.0,37.378517429256185,56.01746,1653.09444,1653.09444,72.52071,37.72952,-16.51963,12.27329,88.83375,25.92542,5.74801,16.26947,1543.4824599999997,0.28395569639029794,1.0
44,-69.72,-18.290000000000003,-67.2966019773634,-20.038189385816096,14.0,0.0,59.006612814979306,54.99074,3664.54186,2772.49615,99.26985,-16.00018,-12.95971,23.97844,112.92236,-38.78406,-26.69289,18.95543,3050.40547,-0.3308346897400913,1.0
45,-68.83,-21.92,-60.921767967180664,-25.93302194797478,36.0,0.0,58.60058662463099,55.58482,3392.74949,3056.32862,14.50854,12.29049,-26.89541,3.077,33.05693,-2.17563,-5.02965,3.76548,2772.84261,-0.06571986095280948,1.0
46,-69.55,-26.250000000000004,-59.90457736205421,-30.67682433109905,42.0,0.0,50.061258542346245,61.46313,4029.71837,3540.82782,56.03462,42.27855,-23.59778,18.86557,70.4941,6.64614,3.80739,5.38589,2325.21126,0.09400152249212544,1.0
47,-69.08,-22.989999999999995,-62.98277099405798,-26.792427109393333,29.0,0.0,63.115237682616744,56.29641,3278.92351,3166.3307,60.95641,60.38736,-26.15782,13.92837,82.18109,41.53921,3.59804,26.81475,2661.36088,0.46800563843989773,1.0
48,-70.46,-34.09,-69.62617266025926,-34.70804686804751,5.0,0.0,36.04511992668968,54.66403,1597.07698,1597.07698,65.87519,48.44113,-18.13788,9.59095,83.72755,39.28127,14.68272,25.1339,1487.5202099999997,0.43866924755679065,1.0
49,-69.06,-22.97,-59.77981777350181,-27.19602400593315,41.0,0.0,53.979244562354154,61.56544,4454.20445,3103.46067,57.68154,40.2739,-25.48758,19.09116,74.83998,4.96871,2.77021,3.79836,2661.36088,0.06629383009504958,1.0
50,-68.82,-23.41,-59.269283411850225,-27.813742454625167,42.0,0.0,52.34593245081541,61.47064,4337.05665,3233.48954,60.89398,42.48648,-24.76561,18.77952,76.93376,6.9083,3.90637,5.13113,2605.31534,0.08955524340666056,1.0
51,-69.87,-26.770000000000003,-54.673385744985104,-29.548050038126963,63.0,0.0,29.941049455510484,56.01012,2042.49021,2042.49021,-25.73738,-5.06707,-23.25662,-10.09082,-2.97619,-14.96547,8.95381,78.75231,2269.19769,1.3744870924098027,1.0
52,-69.08,-24.2,-60.54025812892152,-28.229748818569,38.0,0.0,55.79815749825827,56.2961,3168.5465,3168.5465,9.55293,15.42661,-26.75828,-1.01108,29.70281,3.05463,3.8239,5.87164,2549.28917,0.10247950328074418,1.0
53,-69.07,-24.270000000000003,-60.79999445310529,-28.29430232997702,37.0,0.0,56.528595580937335,56.29525,3168.39605,3168.39605,9.31517,14.86092,-26.77428,-1.0645,29.48685,2.95976,3.88152,5.73189,2549.28917,0.10004051107467996,1.0
54,-69.88,-28.63,-62.28525091771117,-32.66323828031029,34.0,0.0,54.9583604790124,55.77718,2718.59486,2718.59486,4.34211,18.13188,-25.68769,-4.98865,25.08724,11.06737,13.10478,23.80492,2101.9885699999995,0.4154744115327768,1.0
55,-69.28,-27.27,-64.89944441846116,-30.117284636135334,22.0,0.0,65.36538204032041,55.73202,2828.5107,2828.5107,92.49672,57.1075,-27.51895,9.9208,117.69001,46.84753,12.0612,21.70546,2213.18655,0.3788317056746924,1.0
56,-69.08,-20.18,-62.55758580379261,-24.143178372737296,31.0,0.0,62.24772591582034,55.37071,3558.97463,2887.66492,73.17934,32.87823,-24.68904,7.12205,92.03651,21.65826,-9.62125,13.24206,2939.8251600000003,0.23111754374413465,1.0
57,-69.03,-27.23,-66.75822547891075,-28.83556985608,13.0,0.0,57.52575178246822,56.1363,2881.43971,2881.43971,93.315,39.57764,-23.22085,13.42676,116.03516,27.40117,5.49577,13.28673,2213.18655,0.231897144815909,1.0
58,-69.51,-23.450000000000003,-55.4874439054638,-26.916437303854828,58.0,0.0,37.128887962608175,56.24213,2546.98086,2546.98086,-20.86803,-26.33419,-23.83018,-32.71937,0.11971,-13.7184,7.18633,89.50003,2605.31534,-1.5620703119818193,1.0
59,-70.27,-33.13,-69.43662849364699,-33.74779750388038,5.0,0.0,37.592544908237606,56.01746,1653.09444,1653.09444,72.52071,37.72952,-16.51963,12.27329,88.83375,25.92542,5.74801,16.26947,1543.4824599999997,0.28395569639029794,1.0
60,-70.5,-31.71,-68.83536014976343,-32.9525700840757,10.0,0.0,45.120041449367264,56.07589,2322.36788,2322.36788,84.65928,39.93994,-16.7408,12.40009,100.67874,28.22672,5.74423,15.6616,1711.3882599999995,0.27334644528856644,1.0
61,-68.91,-22.38,-61.528516134207486,-26.38669923817255,34.0,0.0,59.962491049577636,56.31317,3336.83305,3111.58536,16.2933,16.73262,-26.894,-0.54145,36.6277,6.2141,3.03095,9.62888,2717.40785,0.16805555978330353,1.0
62,-69.24,-22.56,-53.59660914567904,-25.308672513316534,64.0,0.0,33.08900626343075,56.22489,2491.62902,2491.62902,-0.63852,26.12495,-25.08619,-9.30583,18.63708,10.07117,7.04171,28.38607,2717.40785,0.49543011280849064,1.0
63,-69.02,-27.17,-66.74849216301244,-28.775516848332572,13.0,0.0,57.620559223447735,56.1363,2881.43971,2881.43971,93.315,39.57764,-23.22085,13.42676,116.03516,27.40117,5.49577,13.28673,2213.18655,0.231897144815909,1.0
64,-69.28,-19.81,-55.165744192146725,-23.281816610335717,58.0,0.0,40.166077936051686,55.30641,2882.99956,2882.99956,-25.6651,-18.9504,-35.11605,-23.27036,0.45993,-13.89446,-10.96446,88.10411,2939.8251600000003,-1.537706726673007,1.0
65,-68.97,-22.47,-61.043934345348596,-26.487359115048914,36.0,0.0,58.36989364607023,56.31394,3337.16467,3111.91344,11.84275,14.11674,-27.00207,-0.65757,32.11902,2.34081,2.91044,4.16831,2717.40785,0.07275062698686978,1.0
66,-69.12,-23.3,-60.07714154266269,-27.342844597242255,40.0,0.0,54.77868348662961,56.31407,3281.4512,3168.82306,11.9651,16.37326,-26.87475,-0.4592,32.04529,2.72825,2.72892,4.86628,2661.36088,0.0849325045383724,1.0
67,-69.42,-26.49,-61.06621011669283,-30.524684665747156,37.0,0.0,54.56133288246216,56.28905,2886.93206,2886.93206,5.13621,14.83714,-26.40539,-0.97669,24.76011,2.87028,3.78788,6.61241,2269.19769,0.11540843244685076,1.0
68,-70.25,-27.480000000000004,-32.933724336653974,-34.12632285137717,110.0,0.0,26.85893345417871,55.74513,1884.64003,544.38719,54.62758,68.18215,-41.35253,16.68427,82.02187,42.13199,10.16294,27.18811,2157.5748599999997,0.47452193267661724,1.0
69,-69.83,-21.92,-33.020557349815775,-29.06192290495385,132.0,0.0,13.192213795473986,56.12101,169.64942,169.64942,46.82017,18.14614,36.63626,3.26405,15.66969,111.99724,-2.92114,82.03537,2772.84261,1.4317872888364873,1.0
70,-68.8,-21.0,-60.927689138699265,-25.012613919574274,36.0,0.0,59.06654091748559,55.9897,3448.73919,3000.33892,16.98107,9.97083,-26.21255,6.98952,33.29749,-7.06381,-13.43512,11.9773,2828.7525600000004,-0.20904323430999847,1.0
71,-68.97,-19.87,-61.14694645565242,-23.88903022217399,36.0,0.0,59.94449245164028,55.32149,3560.11728,2888.96083,18.10834,10.7861,-26.64751,5.64032,35.44935,-5.39465,-10.41796,8.65283,2939.8251600000003,-0.15102040755492427,1.0
72,-69.27,-27.38,-64.62541187465452,-30.363544989373267,23.0,0.0,64.65172916798447,55.74895,2829.19458,2829.19458,92.58157,56.9411,-27.48745,10.03318,117.63495,46.51365,11.87697,21.57418,2213.18655,0.37654039398707295,1.0
73,-70.3,-28.500000000000004,-54.94223923933477,-31.20736647394674,64.0,0.0,27.450378124132566,55.46256,1875.20743,1875.20743,-13.51956,24.63995,-21.01713,-13.14121,5.46524,11.73762,17.2834,65.03249,2101.9885699999995,1.1350311449092543,1.0
74,-70.27,-33.14,-69.43660929595669,-33.75779749114145,5.0,0.0,37.45678066169858,56.01746,1653.09444,1653.09444,72.52071,37.72952,-16.51963,12.27329,88.83375,25.92542,5.74801,16.26947,1543.4824599999997,0.28395569639029794,1.0
75,-69.34,-22.88,-53.7118808315239,-25.625022749749203,64.0,0.0,32.85734885651066,56.22489,2491.62902,2491.62902,-0.63852,26.12495,-25.08619,-9.30583,18.63708,10.07117,7.04171,28.38607,2661.36088,0.49543011280849064,1.0
76,-69.3,-22.84,-55.533824856779844,-26.567881252337067,57.0,0.0,38.364341400279436,56.29313,2661.06501,2661.06501,-20.43862,-26.66688,-25.04651,-32.48748,0.91446,-13.89691,5.89189,86.2352,2661.36088,-1.5050879403540476,1.0
77,-68.95,-22.42,-60.48301237105629,-26.446474750714145,38.0,0.0,56.93084547068741,56.31481,3337.47136,3112.21617,12.34311,15.2388,-26.97161,-0.55271,32.5693,2.52231,2.79819,4.4284,2717.40785,0.07729013018011918,1.0
78,-72.15,-46.03,-36.91021523090913,-50.90232147546039,100.0,0.0,10.722474949608852,57.94036,828.82664,133.97427,67.43687,14.26894,-34.49535,3.75056,88.18155,103.24811,2.11564,49.50021,55.26908,0.8639417126736773,1.0
79,-68.64,-20.989999999999995,-61.0331619095003,-24.99295347844787,35.0,0.0,59.69816557388283,55.99313,3448.5834,3000.17251,16.57337,9.50831,-26.2408,6.94266,33.0431,-7.0799,-13.37579,12.09349,2828.7525600000004,-0.21107121861576286,1.0
80,-70.23,-32.88,-68.40264048902822,-34.213679289645135,11.0,0.0,45.91757993945679,56.07346,2210.15605,2210.15605,87.61726,35.85863,-14.92946,8.78357,101.71757,27.87996,5.68358,15.32787,1543.4824599999997,0.2675217431959585,1.0
81,-69.09,-24.24,-60.275900413611076,-28.275387082485743,39.0,0.0,54.902524623192356,56.29701,3168.69066,3168.69066,9.78375,15.99364,-26.74215,-0.9569,29.91041,3.15114,3.76628,6.01407,2549.28917,0.10496541766109677,1.0
82,-77.32,8.49,-77.9416522643795,5.132649415220556,48.0,0.0,63.917589872304745,54.8709,221.37307,221.37307,66.69457,-91.73572,18.89374,-4.82444,83.22391,-37.39552,-78.22868,24.19611,6107.563290000002,-0.42230181770021846,1.0
83,-75.03,3.52,-40.12960831214887,0.5038336518406109,166.0,0.0,70.27746196502126,55.29535,4046.6437,365.23922,35.22415,53.64949,7.21986,-24.22982,36.03927,54.80023,34.09875,56.66916,6107.563290000002,0.9890633249088674,1.0
84,-75.3,4.18,-37.69775170595901,-2.7987125270011703,131.0,0.0,31.003863630316104,56.073,2772.96654,-19.63865,27.81767,26.3722,12.06283,15.53749,30.53145,-24.24366,33.35609,38.45151,6107.563290000002,-0.6711056053991784,1.0
85,-76.67,1.24,-42.003711575658095,-1.5869666642732099,166.0,0.0,69.32057190740296,55.83106,3826.74489,585.13804,18.5075,60.59132,12.56689,-21.6753,18.68713,61.85366,49.00791,73.18946,6051.7942600000015,1.2773971631259473,1.0
86,-76.75,7.05,-75.89761117048316,6.1273993217143525,55.0,0.0,55.81544712796244,54.25088,164.96884,164.96884,28.60398,-76.37269,-50.16855,-16.20455,99.95709,-10.14757,-48.08159,5.79677,6107.563290000002,-0.10117264484159555,1.0
87,-76.5,6.7,-67.70899881865806,1.8861012512194675,43.0,0.0,77.24347261244321,55.59913,1553.515,-4.1861,27.58223,25.62371,13.28463,-15.41957,13.12163,40.15523,-105.19254,71.90402,6107.563290000002,1.254961983449842,1.0
88,-76.88,2.1,-73.98925043257272,-0.11215612922700581,17.0,0.0,56.36412903065912,56.19073,6441.25475,-2.7347,35.45547,70.57576,-27.15095,2.42282,63.29226,73.63244,31.81575,49.31862,6107.563290000002,0.8607723711949103,1.0
89,-79.15000000000002,-1.67,-75.65660545476987,-4.331347547843487,20.0,0.0,41.37880602286494,56.03681,6104.83205,223.69976,64.57291,49.14881,-24.24105,12.70008,91.83299,42.24925,9.55411,24.70556,5491.526960000002,0.43119333520574177,1.0
90,-79.12,-1.38,-75.62774834693948,-4.041225043822588,20.0,0.0,41.71422977740474,56.26038,6161.09243,167.43938,58.34662,55.53991,-25.41177,10.11845,86.20986,51.5064,15.50105,30.85636,5491.526960000002,0.5385451188538555,1.0
91,-79.42000000000002,-2.93,-77.71033266023254,-4.274206477129483,11.0,0.0,30.198151277195326,56.19119,5935.87996,499.93138,81.8747,29.42233,-17.90204,8.10605,100.37617,22.69228,6.32899,12.73885,5323.604040000002,0.22233491769910133,1.0
92,-78.88,-4.02,-43.90417980796062,-9.894811142631513,141.0,0.0,49.34677206833476,56.20227,2318.95889,1196.72304,57.06649,52.93209,14.78279,15.07548,39.86598,0.6829,12.95017,0.98137,5211.449710000002,0.01712821851028762,1.0
93,-78.95,-4.25,-45.30743948627396,-9.934268395725471,154.0,0.0,49.88736267064924,56.13941,2259.51452,1701.10509,52.34566,49.15936,3.20845,-30.37356,41.45231,23.85901,12.26494,29.92376,5155.370840000001,0.5222680519785613,1.0
94,-79.33,-3.58,-77.7730706051108,-4.833459757358687,10.0,0.0,29.43857019261741,56.18848,5879.79484,556.02131,80.18959,34.764,-18.67114,11.95224,99.36039,24.02563,6.91122,13.59337,5267.528980000002,0.23724898643219838,1.0
95,-79.68,-3.05,-76.38050193225102,-5.565481466941368,19.0,0.0,39.673939303133174,56.24871,5935.59884,504.00776,69.61168,45.75038,-23.50612,14.07753,96.12874,36.98642,6.16296,21.04469,5267.528980000002,0.36729913653836954,1.0
96,-78.58,0.33,-77.48583151035218,-0.5438289809429205,7.0,0.0,26.362861245174628,56.15859,6050.92851,164.44376,63.64995,56.34223,-21.46198,5.83787,85.31724,51.42732,23.77416,31.08063,5771.718730000001,0.5424593406994195,1.0
97,-80.0,-4.33,-77.69292035677564,-6.110848847342604,14.0,0.0,35.74233820688231,56.21201,5767.04601,669.992,86.43954,31.97052,-23.81819,13.57837,111.19082,20.54249,6.85629,10.46736,5155.370840000001,0.1826899068218061,1.0
98,-78.9,-4.65,-45.29308179820534,-10.337114745205232,154.0,0.0,49.25206279036886,56.13582,2203.37511,1757.2445,51.72613,49.128,3.3106,-30.37553,40.42106,23.83434,12.24853,30.5258,5155.370840000001,0.532775583356234,1.0
99,-78.5,-3.6,-44.795635867033056,-9.326453033601677,154.0,0.0,51.138434698431105,56.14282,2315.65733,1644.96228,52.96269,49.18943,3.10508,-30.37176,42.48114,23.88297,12.28046,29.34477,5267.528980000002,0.512162845280946,1.0
100,-79.58,-4.2,-77.27180383420003,-5.980647332530275,14.0,0.0,36.08531951330164,56.21272,5823.25873,613.77928,86.0576,31.98866,-23.81845,13.57336,110.84024,20.56584,6.86201,10.5114,5155.370840000001,0.1834585719075538,1.0
101,-78.42,-3.6500000000000004,-44.719479631188506,-9.383267518096389,154.0,0.0,51.07250329244975,56.14282,2315.65733,1644.96228,52.96269,49.18943,3.10508,-30.37176,42.48114,23.88297,12.28046,29.34477,5267.528980000002,0.512162845280946,1.0
102,-79.13,-1.57,-76.62452668976967,-3.4963246142329245,15.0,0.0,37.874938974121484,55.99875,6104.01385,333.48399,82.50007,35.81407,-24.38013,12.45415,107.98924,25.70859,9.60794,13.39092,5491.526960000002,0.23371571789123277,1.0
103,-79.25,-4.25,-45.60994972163683,-9.907628277459368,154.0,0.0,49.68366659224136,56.13941,2259.51452,1701.10509,52.34566,49.15936,3.20845,-30.37356,41.45231,23.85901,12.26494,29.92376,5155.370840000001,0.5222680519785613,1.0
104,-78.6,-3.7800000000000002,-44.9124439123507,-9.496979644126002,154.0,0.0,50.77347435999466,56.14282,2315.65733,1644.96228,52.96269,49.18943,3.10508,-30.37176,42.48114,23.88297,12.28046,29.34477,5211.449710000002,0.512162845280946,1.0
105,-77.9,-8.56,-77.11806319466794,-9.182456910826632,5.0,0.0,33.450351484091435,55.8602,4538.94459,1452.78202,71.95628,-15.97453,-7.08235,20.75678,79.59471,-36.35855,-31.80707,24.55073,4484.406400000001,-0.42849113950073575,1.0
106,-75.92,-13.23,-44.16611364755373,-18.4560110056698,100.0,0.0,32.03225168054377,54.51687,1026.9985,1026.9985,81.14885,28.72562,-20.66937,31.55545,77.61269,-10.91168,-47.08016,8.00284,3872.1732899999997,-0.13967596683243783,1.0
107,-73.58,-15.820000000000002,-41.585864970420985,-20.892499639980187,100.0,0.0,28.12278375230903,53.11687,594.12355,594.12355,82.51071,11.13778,-13.66562,35.30051,68.31273,-26.43066,-60.63336,21.1518,3432.7810499999996,-0.36916843274282235,1.0
108,-78.18,-8.17,-76.62135372543983,-9.423746120762345,10.0,0.0,36.21769539427019,55.80638,5151.66024,1284.15591,88.20605,-21.54619,-7.46307,20.67848,96.54287,-41.46539,-30.22073,23.24364,4540.082800000001,-0.40567799324683035,1.0
109,-75.15,-14.18,-43.31300548437045,-19.356421823574067,100.0,0.0,30.27569802927772,54.14387,863.69934,863.69934,81.25729,25.17951,-19.37352,32.43459,75.12713,-14.23479,-49.99504,10.72899,3706.71098,-0.1872561798868557,1.0
110,-71.35,-14.96,-63.76172463656419,-19.05732622421458,36.0,0.0,66.11249890347969,54.21157,3995.56482,2453.51329,27.18793,-3.19212,-18.40975,20.45889,32.1135,-26.62543,-46.03111,39.66226,3378.69739,-0.6922370548472985,1.0
111,-79.28,-6.08,-76.76897441490155,-8.006517906863731,15.0,0.0,38.93338802102501,56.13038,5431.52869,1005.96915,93.25413,-13.06337,-14.59766,23.19484,109.63198,-34.66243,-21.20948,17.54543,4820.128840000001,-0.3062255742156268,1.0
112,-69.9,-17.68,-55.44525064076276,-20.883490380178813,59.0,0.0,42.64210721917584,55.06714,2993.95169,2773.28348,-29.58268,-7.82724,-41.95736,-8.64202,-2.44264,-13.45893,-31.81935,79.71345,3105.50119,1.3912620506855842,1.0
113,-78.61,-6.76,-76.90077119832576,-8.104683002203705,11.0,0.0,35.30972787105676,56.10613,5375.86882,1059.94252,89.13006,-12.36921,-11.85727,15.33189,101.93487,-26.68921,-21.09118,14.67217,4708.085680000001,-0.25607777352817723,1.0
114,-76.25,-10.63,-73.91675841317193,-12.405636986050567,14.0,0.0,47.11797251140619,55.75403,4816.11943,1620.91858,92.84252,-29.02344,-10.27443,25.34115,104.64774,-53.14254,-31.7018,26.92251,4149.62273,-0.4698864868746143,1.0
115,-71.55,-16.55,-57.722884618384995,-20.242066505053824,57.0,0.0,46.24053075469541,54.39636,3214.2145,2555.77451,-29.98082,-3.40381,-44.23188,-0.54562,-3.16567,-12.83985,-43.02373,76.14993,3269.43081,1.3290669832282769,1.0
116,-71.59,-16.539999999999996,-56.281671658221356,-19.32306480541446,62.0,0.0,42.79981850502834,54.60571,3100.857,2552.73306,-12.42118,11.03058,-25.03813,13.69656,-3.39498,-14.49798,-42.10005,76.82055,3269.43081,1.3407718568977158,1.0
117,-72.33,-14.030000000000001,-64.79229508950812,-18.156665302359507,36.0,0.0,67.30374084397396,52.89862,4048.46344,2400.61467,25.77892,-11.2355,-11.54553,25.00706,23.60244,-35.08636,-63.15977,56.07145,3432.7810499999996,-0.9786314521421683,1.0
118,-71.36,-16.77,-60.2146000772849,-22.49054605052544,50.0,0.0,52.82475239740212,57.72322,4764.00631,2611.68676,36.9516,-41.92082,-11.59742,19.83594,20.7393,-69.27915,-44.87791,73.33448,3214.7205599999998,-1.2799282004166075,1.0
119,-75.42,-14.23,-43.58650454995354,-19.423152896401938,100.0,0.0,30.4596377255177,54.32652,918.02587,918.02587,80.67902,28.0425,-20.47393,31.73009,76.23188,-11.5588,-47.82928,8.62191,3761.8209899999997,-0.15048062011550423,1.0
120,-71.77,-14.46,-64.99369280510054,-18.54661149297892,33.0,0.0,68.14361693472168,54.22979,3995.23393,2452.80616,82.09016,-17.73689,-15.33921,20.54976,90.63912,-38.51458,-45.85698,23.02172,3378.69739,-0.4018048017833795,1.0
121,-71.26,-14.949999999999996,-64.94088114520667,-18.97014959271852,31.0,0.0,66.92349374103432,54.25624,3994.78698,2451.85257,81.99508,-18.34283,-15.37487,20.51356,90.93681,-38.74857,-45.6414,23.07907,3378.69739,-0.40280566690306124,1.0
122,-72.35,-14.18,-64.80801154588896,-18.3071758173676,36.0,0.0,67.18423301733813,52.89862,4048.46344,2400.61467,25.77892,-11.2355,-11.54553,25.00706,23.60244,-35.08636,-63.15977,56.07145,3432.7810499999996,-0.9786314521421683,1.0
123,-70.71,-17.05,-59.14276148400755,-22.460995279649133,51.0,0.0,51.4927071064391,57.72121,4709.04178,2677.24734,-0.00605,-58.33626,-52.05648,0.16328,24.93357,-68.51336,-40.96743,70.0024,3160.06366,-1.2217724116337465,1.0
124,-70.7,-17.039999999999996,-59.13254983797302,-22.45087872640869,51.0,0.0,51.4927071064391,57.72121,4709.04178,2677.24734,-0.00605,-58.33626,-52.05648,0.16328,24.93357,-68.51336,-40.96743,70.0024,3160.06366,-1.2217724116337465,1.0
125,-78.32,-7.02,-75.40083926144068,-9.237105716640999,17.0,0.0,43.18306749275225,56.11782,5319.11905,1119.401,90.71623,7.86813,-14.52596,23.2331,109.27432,-12.25943,-21.21005,6.40122,4708.085680000001,-0.11172232054719528,1.0
126,-75.72,-13.77,-43.925176530391106,-18.98265006068272,100.0,0.0,31.10981732814894,54.45576,972.48163,972.48163,80.7012,28.99227,-20.81039,31.48711,77.00768,-10.65694,-47.02125,7.87901,3816.9754299999995,-0.13751459565445628,1.0
127,-79.12,-6.36,-77.21075742907884,-7.84936378551589,12.0,0.0,35.62039613143454,56.11904,5431.86539,1004.34007,93.44542,-12.28684,-14.75512,23.09085,109.5955,-34.05569,-21.13668,17.2621,4764.103460000001,-0.3012805191682815,1.0
128,-78.58,-7.12,-77.02251500564547,-8.37370382919071,10.0,0.0,34.77739064031658,56.09339,5319.90988,1115.90627,89.78409,-7.4616,-10.70018,19.24973,101.29288,-25.82276,-21.08494,14.30188,4708.085680000001,-0.24961479352754037,1.0
129,-72.99,-14.46,-65.45280906538216,-18.60524956356855,36.0,0.0,66.73603113545452,52.89862,4048.46344,2400.61467,25.77892,-11.2355,-11.54553,25.00706,23.60244,-35.08636,-63.15977,56.07145,3432.7810499999996,-0.9786314521421683,1.0
130,-73.13,-14.16,-66.63012780640196,-18.252402233749336,32.0,0.0,67.38958924152949,54.46307,4209.31404,2238.03141,83.60158,-18.41497,-15.12387,20.66757,92.47225,-39.02757,-45.61459,22.882,3596.62819,-0.39936617040557043,1.0
131,-76.14,-12.98,-44.4079081766522,-18.219929596404953,100.0,0.0,32.68829757411805,54.51687,1026.9985,1026.9985,81.14885,28.72562,-20.66937,31.55545,77.61269,-10.91168,-47.08016,8.00284,3872.1732899999997,-0.13967596683243783,1.0
132,-77.77,-8.22,-75.24797009142534,-10.14392017435683,15.0,0.0,42.906602090559666,55.88233,5095.17166,1342.32618,91.13172,-30.10285,-10.06623,25.45813,103.03063,-54.28621,-31.94581,27.78447,4484.406400000001,-0.4849305246124671,1.0
133,-78.32,-7.300000000000001,-74.79701846170947,-9.957552138195487,20.0,0.0,46.08669358246126,56.12449,5263.41803,1065.11378,90.89308,6.14316,-14.3939,23.31505,110.10892,-13.50418,-21.26313,6.99205,4652.075990000001,-0.12203440752083922,1.0
134,-78.36,-6.910000000000001,-75.64242442442786,-8.981001881014436,16.0,0.0,41.97709897360282,56.11399,5319.1997,1118.80588,90.88353,8.46979,-14.57649,23.19973,109.21051,-11.81244,-21.18427,6.17323,4708.085680000001,-0.10774325584689348,1.0
135,-69.66,-14.999999999999998,-65.25313901177681,-17.991399447980573,23.0,0.0,69.03025150679373,54.29358,3832.79833,2275.64912,100.53252,-48.7935,-7.03729,28.96224,106.86789,-76.68492,-44.87111,35.66199,3214.7205599999998,-0.6224191603235779,1.0
136,-78.0,-8.79,-75.47803257143516,-10.71440115875033,15.0,0.0,43.24199831990763,55.88233,5095.17166,1342.32618,91.13172,-30.10285,-10.06623,25.45813,103.03063,-54.28621,-31.94581,27.78447,4428.555510000001,-0.4849305246124671,1.0
137,-75.35,-13.93,-43.535097398671645,-19.119417546759166,100.0,0.0,30.73835953371849,54.32652,918.02587,918.02587,80.67902,28.0425,-20.47393,31.73009,76.23188,-11.5588,-47.82928,8.62191,3761.8209899999997,-0.15048062011550423,1.0
138,-76.08,-11.48,-74.98085876127324,-12.353639033586827,7.0,0.0,40.871721188414725,55.70801,4371.57581,1843.79646,89.64301,-22.71718,-7.01294,20.72276,97.14479,-42.92095,-31.54218,23.83701,4093.90633,-0.4160344299576972,1.0
139,-71.31,-14.98,-63.19352253106613,-19.090661186899077,38.0,0.0,65.21805433189023,54.20031,3995.75318,2453.93434,28.36131,-2.84764,-18.3214,20.50743,32.56408,-26.85797,-46.13853,39.51488,3378.69739,-0.6896648886216054,1.0
140,-70.62,-17.110000000000003,-57.870437125595494,-21.645857357237034,54.0,0.0,48.14713046692669,57.54878,4721.97633,2584.46973,-15.63355,-65.33989,-51.49646,2.48271,12.98018,-79.90032,-42.30809,80.77264,3160.06366,-1.4097485878187963,1.0
141,-79.31,-4.94,-76.60079500084889,-7.01298536277902,16.0,0.0,39.39544530200746,56.22552,5710.7209,727.28468,71.81491,48.26172,-23.7527,13.69383,97.78915,38.99787,6.80337,21.74189,5099.292430000001,0.37946755776586455,1.0
142,-78.67,-6.73,-76.55779550279149,-8.36446352619988,13.0,0.0,37.637603583500095,56.11327,5375.62294,1060.99034,93.71927,-12.45634,-14.71582,23.11214,109.92842,-34.15237,-21.13643,17.25888,4708.085680000001,-0.30122434311580526,1.0
143,-75.09000000000002,-13.69,-43.28494345391831,-18.86368647403465,100.0,0.0,30.874156178130594,54.32652,918.02587,918.02587,80.67902,28.0425,-20.47393,31.73009,76.23188,-11.5588,-47.82928,8.62191,3761.8209899999997,-0.15048062011550423,1.0
