,0 Present day longitude (degrees),1 Present day latitude (degrees),2 Reconstructed longitude (degrees),3 Reconstructed latitude (degrees),4 Age (Ma),5 Time before mineralisation (Myr),6 Seafloor age (Myr),7 Segment length (km),8 Slab length (km),9 Distance to trench edge (km),10 Subducting plate normal velocity (km/Myr),11 Subducting plate parallel velocity (km/Myr),12 Overriding plate normal velocity (km/Myr),13 Overriding plate parallel velocity (km/Myr),14 Convergence normal rate (km/Myr),15 Convergence parallel rate (km/Myr),16 Subduction polarity (degrees),17 Subduction obliquity (degrees),18 Distance along margin (km),19 Subduction obliquity signed (radians),20 Ore Deposits Binary Flag (1 or 0)
144,-71.31,-14.910000000000002,-64.51064554421363,-18.98400608212407,33.0,0.0,67.52542552699681,54.22979,3995.23393,2452.80616,82.09016,-17.73689,-15.33921,20.54976,90.63912,-38.51458,-45.85698,23.02172,3378.69739,-0.4018048017833795,1.0
145,-70.61,-17.25,-56.775509780161244,-20.95797056434315,57.0,0.0,44.767744025583774,54.55532,3105.48511,2664.5039,-30.13294,-7.2044,-43.10744,-6.01135,-3.05708,-13.27601,-36.08873,77.03247,3160.06366,1.3444705767363687,1.0
146,-76.13,-11.6,-74.87444247295784,-12.59979062874101,8.0,0.0,41.6282279251039,55.70143,4482.0119,1729.25206,89.65768,-22.69556,-6.97742,20.74007,97.1916,-42.83987,-31.52538,23.78681,4093.90633,-0.41515807456002835,1.0
147,-66.28,-27.37,-51.012897047318454,-30.262712397781037,63.0,0.0,28.84759246803752,56.01012,2042.49021,2042.49021,-25.73738,-5.06707,-23.25662,-10.09082,-2.97619,-14.96547,8.95381,78.75231,2269.19769,1.3744870924098027,0.0
148,-69.37,-31.3,-30.82057993229818,-36.690570351193074,119.0,0.0,23.43533792579974,56.02455,1382.65074,1270.60163,45.08005,16.24689,2.0936,-19.01913,32.90287,9.20687,6.06727,15.63266,1767.3631199999995,0.2728414689483884,0.0
149,-69.75,-30.5,-57.91994444183255,-35.897474901284326,51.0,0.0,37.07783204748083,60.2347,3394.0498,3394.0498,19.59995,-42.51352,-25.84978,-36.50992,33.71121,-32.54235,5.37703,43.98928,1823.3410699999995,-0.7677577716328406,0.0
150,-66.65,-27.27,-64.95860381975842,-28.49849244951368,10.0,0.0,55.61003041760103,56.11731,2881.1541,2881.1541,85.16457,40.39139,-17.42658,12.33984,102.09012,28.72002,5.59967,15.71237,2269.19769,0.27423256779934724,0.0
151,-66.61,-27.33,-28.03202063658551,-32.80861297614033,118.0,0.0,22.256682126269812,55.78212,1884.96281,768.70659,21.00348,14.44393,2.1059,-18.84154,25.24298,-49.45319,11.05531,62.95833,2269.19769,-1.0988301394481323,0.0
152,-66.55,-27.400000000000002,-34.911579301985626,-31.8388166821695,96.0,0.0,44.78180647705088,55.74259,1607.81502,604.28523,-59.69941,209.277,-37.87466,-1.51077,-65.00179,208.53003,8.54777,72.687,2269.19769,-1.268627426498539,0.0
153,-66.57,-27.28,-34.75601922987584,-33.148219522792274,157.0,0.0,17.17257462714679,55.73812,55.73812,55.73812,16.34865,25.14279,9.35495,-26.97723,-6.1151,1.43958,10.25666,13.24706,2269.19769,-0.23120423414367172,0.0
154,-67.90000000000002,-26.3,-57.46409242475955,-31.241837887185934,45.0,0.0,47.06685782651433,61.24892,3988.61483,3501.04432,57.61623,37.75503,-23.53825,19.29538,71.63634,2.53504,4.07494,2.02671,2325.21126,0.03537286519180447,0.0
155,-70.58,-38.25,-51.343181293059224,-41.221717692475416,74.0,0.0,11.954349142250873,54.45965,551.80163,551.80163,-41.79644,38.38009,-48.59429,-5.92458,2.02048,17.43225,17.56397,83.38865,1051.1445299999998,1.455406483820636,0.0
156,-69.17,-29.999999999999996,-37.27104583426518,-32.27478189444609,171.0,0.0,16.30963631245746,54.79545,54.79545,54.79545,14.82247,32.49927,-6.1388,-29.18205,13.73569,27.0872,21.04795,63.11083,1879.3220699999995,1.1014915922965651,0.0
157,-70.05,-31.949999999999996,-47.24048634203505,-35.35631707299477,80.0,0.0,13.206023761536123,55.88553,1155.40309,1155.40309,-80.34237,31.47196,-50.55428,1.36449,-33.69764,-8.60032,7.95333,14.3174,1655.4165099999996,0.24988576985623492,0.0
158,-66.6,-24.13,-30.965347675060727,-31.2194408535425,135.0,0.0,16.82467618739554,55.96788,55.96788,55.96788,44.96049,16.7531,41.83369,-3.24174,-10.15211,108.6475,7.93883,84.66174,2549.28917,-1.477626054310291,0.0
159,-70.45,-31.76,-38.090343297523965,-32.99096327159153,175.0,0.0,16.704750591507427,54.70209,1110.65802,12.24499,44.15856,4.39271,-3.60724,-29.93455,16.14567,70.66365,27.80455,77.12964,1711.3882599999995,1.3461661415333102,0.0
160,-66.22,-27.38,-60.95512948581058,-30.57598146150936,25.0,0.0,65.2892070640686,56.23798,2884.19984,2884.19984,58.00343,52.57757,-26.08951,13.39177,80.0112,35.81551,4.7431,24.11478,2269.19769,0.4208822903920363,0.0
161,-66.76,-25.14,-58.91935330059196,-29.07584682660007,35.0,0.0,57.41362133359281,56.29233,3111.78945,3111.78945,7.98332,13.72885,-26.73749,-1.15336,28.09224,2.75814,3.98236,5.60742,2437.24556,0.0978678964441342,0.0
162,-70.63,-39.18000000000001,-41.29342271731498,-42.85687542864443,164.0,0.0,34.90226989931541,55.31811,556.66529,556.66529,54.46103,-9.1108,13.61249,-26.98674,24.9541,45.07255,16.3809,61.02921,885.23397,1.0651605206424153,0.0
163,-67.75,-29.000000000000004,-38.46414364381866,-33.36434368440482,90.0,0.0,14.48754957722405,55.89618,279.39562,279.39562,-36.86388,186.89604,-64.07753,4.23361,-11.51008,180.60741,9.58232,86.35348,2101.9885699999995,-1.5071525639725873,0.0
164,-65.87000000000002,-24.2,-36.416895623759395,-28.50035551459636,91.0,0.0,33.84097066704929,55.81766,1057.74803,388.53273,-12.47952,189.79363,-37.88531,2.70006,-9.02307,179.25956,1.63135,87.11844,2605.31534,-1.5205035492401182,0.0
165,-69.08,-32.42,-57.98199710132357,-37.7828294699063,47.0,0.0,38.879257455556996,61.05228,3272.50341,3272.50341,47.25183,39.15694,-20.74467,19.61966,56.73011,3.32629,4.32618,3.35562,1655.4165099999996,0.05856653597951272,0.0
166,-69.1,-32.48,-64.87814354949582,-35.18793199362038,21.0,0.0,59.247656063759614,56.17827,2268.11951,2268.11951,96.38887,45.97692,-25.05926,12.87051,118.84397,33.59652,5.13581,15.7853,1599.4478999999997,0.2755054301736732,0.0
167,-70.47,-37.43,-64.52404328229038,-40.98246935906636,27.0,0.0,46.255954638292586,54.29954,1827.64978,1827.64978,32.01241,67.06459,-27.18224,7.11169,54.35871,54.68411,19.65394,45.17098,1160.8378699999998,0.7883823033352624,0.0
168,-69.97,-32.57000000000001,-35.941182790047876,-37.49575983392517,101.0,0.0,38.300208609728585,55.87994,1273.35938,1050.57446,37.86866,68.91022,-36.42596,14.13361,58.57981,44.68836,2.67159,37.33866,1599.4478999999997,0.6516826262636125,0.0
169,-69.43,-32.25,-65.22320699297859,-34.96244485712403,21.0,0.0,59.50574245883538,56.17827,2268.11951,2268.11951,96.38887,45.97692,-25.05926,12.87051,118.84397,33.59652,5.13581,15.7853,1655.4165099999996,0.2755054301736732,0.0
170,-67.78,-24.57,-62.89486972814765,-27.664075083446072,24.0,0.0,67.08326734370324,56.23844,3165.09354,3165.09354,60.29139,52.54258,-26.40387,13.23031,83.09773,36.114,4.92984,23.48961,2493.26622,0.40997098518759045,0.0
171,-67.73,-24.58,-31.695887719659403,-30.476283584178084,107.0,0.0,26.33265750606055,56.04121,2165.55849,155.12808,58.48634,61.06198,-41.71939,20.12907,87.14692,32.81295,1.57895,20.63259,2493.26622,0.36010654305213985,0.0
172,-69.44,-32.13999999999999,-37.88996028446524,-39.24328889642049,151.0,0.0,28.263457448288804,56.48332,1367.61434,1141.70829,83.79988,-9.56338,11.22087,-26.94689,57.73605,70.83147,10.83061,50.81588,1655.4165099999996,0.8869044593313349,0.0
173,-67.48,-16.920000000000005,-34.49409610690513,-20.129384129385155,168.0,0.0,22.190791590928026,54.53695,832.55948,832.55948,38.35658,6.37309,-23.15342,-17.60968,36.54384,6.88272,-23.40244,10.66622,3050.40547,0.1861607033066193,0.0
174,-66.6,-18.44,-33.89450222302753,-21.966711967280986,167.0,0.0,17.156202420895045,55.64569,777.81578,777.81578,36.15458,12.12276,-20.46672,-20.7868,33.82997,12.53573,-14.95671,20.33224,2995.4704500000003,0.354864503880153,0.0
175,-65.75,-19.63,-60.169861724152135,-23.083008654766925,27.0,0.0,62.834753764878755,55.40974,3557.59427,2886.36115,74.55477,40.7483,-22.71392,19.22501,92.59782,18.47214,-8.81474,11.28171,2939.8251600000003,0.19690305918497095,0.0
176,-66.45,-20.95,-52.289183498096065,-24.472833370088388,58.0,0.0,38.791859166188594,55.70364,2715.24122,2715.24122,-24.72447,-21.59198,-31.30048,-26.82874,-0.42071,-13.8269,-4.95151,88.25718,2772.84261,1.5403787898698884,0.0
177,-66.03,-20.91,-32.44304649538194,-27.93564266655986,142.0,0.0,8.578192559742686,55.70239,221.79473,0.28935,52.55473,-23.9307,11.24581,7.86107,59.02617,32.25848,-6.19001,28.65711,2772.84261,0.5001609460478936,0.0
178,-66.79,-18.14,-33.41700355552466,-20.445104106383717,172.0,0.0,18.697181532577538,55.68277,998.88469,998.88469,42.25364,12.65504,-20.21151,-21.08322,39.85312,8.12081,-14.97637,11.5174,2995.4704500000003,0.20101646595550496,0.0
179,-67.13,-17.95,-32.35315776951184,-24.875981331739336,138.0,0.0,6.582951812449149,55.32912,387.86443,-55.31454,31.94444,-8.40407,34.79083,-20.2808,24.85733,95.83126,-15.65948,75.45872,2995.4704500000003,1.3170030575569833,0.0
180,-66.19000000000001,-20.630000000000003,-29.883627125905235,-26.66629619098842,108.0,0.0,21.198223287363763,56.39292,56.39292,56.39292,51.70313,67.88718,-43.83535,22.23123,79.74856,-7.18945,-0.22282,5.15137,2828.7525600000004,-0.08990842617303732,0.0
181,-66.36,-20.48,-60.77059967808058,-23.94753676338309,27.0,0.0,64.06427559390765,56.01692,3446.15929,2997.79613,76.175,35.77341,-21.32562,20.6875,92.49037,12.36311,-12.70044,7.61355,2828.7525600000004,0.13288147776654088,0.0
182,-71.42,-30.25,-40.45884012704865,-34.68387648944547,161.0,0.0,18.031923405520637,56.94536,1494.28083,272.37441,47.48328,-8.94286,11.05256,-26.87883,23.46978,45.04626,12.83462,62.4798,1823.3410699999995,1.090478356120755,0.0
183,-69.61,-24.4,-32.402207559213565,-31.025196558793983,110.0,0.0,25.951241377972384,56.11302,2220.95074,208.07648,63.0294,60.22722,-41.35912,22.1801,90.76394,30.5942,2.27158,18.62765,2493.26622,0.32511372104047326,0.0
184,-69.92,-22.53,-37.817481012142956,-27.898216515381606,158.0,0.0,12.91522253428677,55.78825,501.2966,501.2966,21.42874,25.53477,8.52976,-26.82381,1.93831,1.72638,10.88185,41.69028,2717.40785,0.7276322356835235,0.0
185,-69.85,-27.41,-69.35523871679366,-27.779561717143707,3.0,0.0,43.02794369732576,55.63166,2213.5337,2213.5337,67.94375,44.66405,-18.36258,10.59948,86.22777,34.31707,10.5437,21.70165,2213.18655,0.3787652083456736,0.0
186,-69.17,-23.16,-35.07987296747812,-28.385443689534245,103.0,0.0,26.04131838280296,55.94762,2333.80501,-10.82274,36.36821,68.1477,-44.29211,16.67356,68.90015,42.41779,1.53462,31.61818,2661.36088,0.5518412673467734,0.0
187,-69.23,-27.870000000000005,-53.06800706909356,-30.460554260321864,67.0,0.0,26.184350097795903,55.48362,1929.86502,1929.86502,-11.21622,28.59382,-21.29239,-13.03437,8.35085,13.72454,17.67263,58.6811,2157.5748599999997,1.0241785771000953,0.0
188,-69.26,-20.04,-68.60786838699276,-20.53259755677949,4.0,0.0,46.99395649340914,55.11932,2940.71326,2940.71326,78.1277,16.04783,-13.65243,16.90976,91.90514,-0.51757,-11.69369,0.32266,2939.8251600000003,-0.005631507972283043,0.0
189,-69.08,-24.13,-31.069093802902408,-30.68037003101188,127.0,0.0,16.35583415639269,56.85131,56.85131,56.85131,82.05712,44.47069,6.36696,20.41034,58.86149,168.09383,4.71279,70.70125,2549.28917,1.2339696780199407,0.0
190,-68.9,-22.28,-64.85614504616034,-24.986411072259244,21.0,0.0,69.92434990481198,56.25394,3333.80669,2883.88298,100.35375,45.19093,-26.07891,13.08112,125.0314,32.56153,4.08487,14.59712,2717.40785,0.2547678116423656,0.0
191,-68.71,-20.96,-34.310239382898715,-26.337403071470067,104.0,0.0,23.970416380621977,56.35771,56.35771,56.35771,27.01568,75.61777,-44.97977,19.49016,56.61945,6.35916,-1.09816,6.40826,2828.7525600000004,0.11184533721598504,0.0
192,-68.74,-21.95,-36.52909251286878,-27.421648298252396,158.0,0.0,12.001827064299626,54.53904,555.83565,555.83565,27.68773,19.39105,1.50633,-28.07878,3.21338,1.08077,-3.42491,18.58952,2772.84261,0.3244490128092508,0.0
193,-68.89,-20.92,-57.56094222134015,-26.59675304734409,50.0,0.0,47.037017291381424,60.13211,4351.58025,3024.11282,46.15309,-16.53334,-18.33447,10.74754,45.13154,-48.77076,-12.49332,47.21941,2828.7525600000004,-0.8241341648402369,0.0
194,-70.3,-33.15,-38.61111096445859,-40.10778620622395,146.0,0.0,29.38592126273858,56.9474,1209.70468,558.83986,70.24042,-9.80671,1.94538,11.38821,65.37495,44.79966,11.09192,34.42177,1543.4824599999997,0.6007732474258484,0.0
195,-69.72,-18.290000000000003,-56.18551600367711,-22.27365358014562,56.0,0.0,43.75284504932169,54.86035,3051.38491,2719.52789,-4.08842,-58.99074,-48.73821,-8.81532,26.3352,-68.53588,-29.27391,68.98052,3050.40547,-1.2039371679567012,0.0
196,-68.83,-21.92,-60.65109053916893,-25.93768078876396,37.0,0.0,57.92253666972223,55.58184,3392.90085,3056.48414,14.84784,12.79806,-26.87107,3.14951,33.29568,-2.14648,-5.13465,3.6886,2772.84261,-0.06437813513719105,0.0
197,-68.73,-21.12,-64.44914899735721,-23.959914065800916,22.0,0.0,70.3118979473011,56.04328,3446.40466,2660.53883,110.00387,13.60579,-21.52126,20.45097,129.97056,-6.40396,-12.3383,2.82082,2828.7525600000004,-0.04923257307078223,0.0
198,-69.55,-26.250000000000004,-36.43934649099349,-27.343436509914156,176.0,0.0,11.758842329253056,55.75206,331.50584,331.50584,25.9585,28.0805,-10.60509,-27.74284,26.69345,22.91645,9.78211,40.64625,2325.21126,0.7094107571346694,0.0
199,-69.08,-22.989999999999995,-63.23936593795882,-26.655172440848087,28.0,0.0,63.95710029602049,56.28759,3278.5878,3166.01262,61.09146,60.10403,-26.18164,13.87124,82.51435,41.5312,3.67971,26.71707,2661.36088,0.4663008283041985,0.0
200,-70.46,-34.09,-40.09209356768487,-37.352189317962726,166.0,0.0,21.846813565088844,54.66521,1153.55761,613.36132,50.044,-1.73245,-7.39542,-29.21442,30.75558,71.32892,22.05002,66.67527,1487.5202099999997,1.1637031109217744,0.0
201,-69.06,-22.97,-30.735109458575252,-28.356327949024955,119.0,0.0,16.060325932910615,56.15253,2334.00398,319.2484,50.44952,15.03581,-1.88176,-18.89269,43.88707,7.98962,4.15076,10.31767,2661.36088,0.1800774254204026,0.0
202,-68.82,-23.41,-36.05535966618597,-28.131761299574773,100.0,0.0,31.441096357202678,55.89598,2333.88442,-9.52117,36.6135,68.31353,-37.78881,3.80249,62.03035,75.34218,0.86872,50.53486,2605.31534,0.8819996905984754,0.0
203,-69.87,-26.770000000000003,-69.04582779214621,-27.38725615468703,5.0,0.0,44.318523618849575,56.06735,2379.50391,2379.50391,71.37016,38.43389,-17.4786,12.15982,88.76016,26.73565,5.70383,16.76295,2269.19769,0.29256860482159247,0.0
204,-69.08,-24.2,-36.544270106744094,-31.436336819517763,148.0,0.0,12.965674748665982,55.55007,55.55007,55.55007,62.71469,-9.63451,7.97155,10.63786,55.49543,49.65944,9.19531,41.8234,2549.28917,0.7299560411004462,0.0
205,-69.07,-24.270000000000003,-34.04652903870934,-31.18659639318601,136.0,0.0,14.070383821663103,55.92781,55.92781,55.92781,44.33711,13.77419,41.93132,-3.2759,-10.45625,105.34779,8.46161,84.3317,2549.28917,-1.4718657743613308,0.0
206,-69.88,-28.63,-43.400061952679096,-32.58555731713777,86.0,0.0,10.944202225921925,56.68097,56.68097,56.68097,48.9908,47.04228,-62.66729,12.09992,102.33473,23.32182,3.47538,12.8383,2101.9885699999995,0.22407052249852352,0.0
207,-69.28,-27.27,-30.895970903637174,-33.80675829802377,112.0,0.0,27.018322985034164,55.80196,1718.85748,713.89675,59.22046,19.03949,-45.55787,-11.12718,98.01369,14.76061,9.76243,8.56424,2213.18655,0.14947418176554955,0.0
208,-69.08,-20.18,-67.60975917967512,-21.293257277809538,9.0,0.0,53.33783619049182,55.2077,3551.67621,2881.06223,93.95997,8.06001,-12.57792,17.79883,106.57213,-9.09018,-15.00377,4.8753,2939.8251600000003,-0.08509007744605492,0.0
209,-68.75,-22.67,-54.6875008059936,-26.151467317601846,58.0,0.0,37.50125472652134,56.27975,2659.53758,2659.53758,-20.49996,-25.98825,-25.15977,-32.3177,1.47199,-13.72431,6.17972,83.8782,2717.40785,-1.4639505682990548,0.0
210,-69.03,-27.23,-37.768953402278946,-30.925514285818657,165.0,0.0,13.526988938217984,55.18791,110.23645,110.23645,15.93465,27.66222,11.40285,-26.21496,-2.15155,4.5949,15.94716,64.90877,2213.18655,-1.1328719022066345,0.0
211,-69.51,-23.450000000000003,-35.41216434659811,-28.695918407836015,103.0,0.0,26.67842707456181,55.95285,2277.85739,45.12488,37.56825,67.59042,-43.60896,17.33609,69.01711,41.37828,0.6742,30.94423,2605.31534,0.540078658318241,0.0
212,-70.27,-33.13,-38.247611827098,-34.59910362709336,174.0,0.0,19.524836638066578,54.68758,1110.66417,12.45349,44.38425,4.44114,-3.6021,-29.93499,16.46217,70.72198,28.01359,76.89643,1543.4824599999997,1.3420958266455076,0.0
213,-70.5,-31.71,-37.78886260201954,-32.476328686199786,177.0,0.0,14.358587808121266,54.73151,1110.64925,11.82045,43.70402,4.29694,-3.61788,-29.93363,15.50474,70.54924,27.39006,77.60505,1711.3882599999995,1.3544636088687318,0.0
214,-68.91,-22.38,-37.76810563511396,-26.98146064015233,96.0,0.0,43.126514267298575,55.3466,2110.84284,101.25742,-16.49181,217.84231,-37.3225,7.02423,-13.47983,217.48922,-4.48648,86.45338,2717.40785,-1.508896205724924,0.0
215,-69.24,-22.56,-36.56694129699714,-27.31510481225778,100.0,0.0,30.297562102004857,55.89638,2389.7808,-65.41755,36.36489,68.358,-37.79562,3.75643,62.13361,75.41785,0.93452,50.51632,2717.40785,0.8816760858436317,0.0
216,-69.02,-27.17,-57.541636206468034,-32.84785626186359,50.0,0.0,42.07776434974791,60.42257,3808.04085,3567.65222,38.13266,-2.46887,-17.54051,4.95415,43.39357,-33.64829,4.79093,37.79075,2213.18655,-0.6595731025623854,0.0
217,-69.28,-19.81,-67.05922532871492,-21.417029713775282,13.0,0.0,58.202410891107746,55.49913,3553.64705,2882.96624,98.877,19.50642,-20.40721,18.01044,119.43882,2.76494,-6.56884,1.32613,2939.8251600000003,0.023145291054460372,0.0
218,-68.97,-22.47,-63.65123359480136,-25.85904060497343,26.0,0.0,66.12091381249144,56.27473,3334.20665,3109.11648,62.38657,52.01668,-26.24373,13.79997,84.86354,34.70997,3.72731,22.24502,2717.40785,0.38824873521071507,0.0
219,-69.12,-23.3,-36.295090624803194,-25.379605802780844,172.0,0.0,13.339326297963847,55.78201,665.23305,665.23305,28.35091,29.06554,-9.67886,-27.86756,27.71058,23.867,10.83931,40.73818,2661.36088,0.7110152865420601,0.0
220,-69.42,-26.49,-61.89467082224928,-30.51028771034542,34.0,0.0,57.028815532428155,56.28608,2886.46416,2886.46416,9.53188,16.94911,-26.37296,-0.90783,29.23649,6.70837,3.9636,12.92293,2269.19769,0.22554782259325426,0.0
221,-70.25,-27.480000000000004,-38.39012166695578,-30.12918351816863,169.0,0.0,14.601773221463276,55.19274,219.50181,219.50181,17.9988,31.74891,-7.53236,-28.79109,15.87315,26.27106,17.78785,58.85935,2157.5748599999997,1.0272894175781762,0.0
222,-69.83,-21.92,-63.01994828586536,-25.925622733197304,32.0,0.0,61.51778820069632,55.59708,3391.88965,3055.45581,68.08451,39.706,-25.24702,4.81685,87.6059,29.99182,-4.48408,18.89861,2772.84261,0.32984287419458924,0.0
223,-68.8,-21.0,-30.58952734271764,-26.763594295467335,123.0,0.0,9.984376385161987,56.38069,3559.04065,418.67035,82.6171,-3.29815,8.57052,20.62306,106.9733,143.97143,-10.46033,53.387,2828.7525600000004,0.9317789801050824,0.0
224,-68.97,-19.87,-67.18186268752824,-21.199613424370735,11.0,0.0,55.962883554125426,55.50707,3553.20355,2882.60779,93.3792,17.82798,-14.5883,11.89388,107.89903,6.76644,-6.31336,3.58837,2939.8251600000003,0.06262883786511005,0.0
225,-69.27,-27.38,-37.87035685195992,-30.818361200757636,166.0,0.0,13.791502624187826,55.63043,55.63043,55.63043,18.69362,26.23499,-10.70343,-27.72386,15.02097,25.515,11.49671,59.5142,2213.18655,1.0387186594102717,0.0
226,-70.3,-28.500000000000004,-63.00649117208726,-32.5391553323182,33.0,0.0,56.041518737791165,55.77219,2718.42191,2718.42191,46.22803,57.58192,-25.37577,-2.91091,66.58263,53.71239,13.17386,38.89322,2101.9885699999995,0.6788146362077092,0.0
227,-70.27,-33.14,-37.87824266718838,-37.83182350190317,97.0,0.0,35.28863718846571,55.9089,1049.813,1049.813,-28.63934,213.17958,-37.3262,2.47972,-45.53722,214.99065,2.99334,78.04092,1543.4824599999997,-1.3620709902775565,0.0
228,-69.23,-25.22,-68.07438443403643,-26.084545585506156,7.0,0.0,47.82458581340938,56.09736,2715.58074,2715.58074,85.16746,40.79568,-17.63127,12.19198,102.49847,29.06975,5.73037,15.83395,2437.24556,0.2763545428403264,0.0
229,-69.34,-22.88,-31.701743105435288,-29.460020462292874,111.0,0.0,25.238076246091,56.09155,2165.59857,152.45044,64.70415,12.39349,-46.96961,-5.86999,103.82595,3.76184,2.9458,2.07504,2661.36088,0.036216332729758126,0.0
230,-69.3,-22.84,-33.017754651285564,-29.02225854608157,108.0,0.0,26.48390880282117,56.05749,2389.69288,-69.67562,62.25524,60.74867,-43.50518,20.11191,93.69869,32.36756,2.71564,19.05711,2661.36088,0.33260940971398045,0.0
231,-68.95,-22.42,-60.75409090030229,-26.441473255362947,37.0,0.0,57.69838792368707,56.31432,3337.31901,3112.06598,12.09582,14.67748,-26.98688,-0.60656,32.34815,2.43192,2.8565,4.29938,2717.40785,0.07503841066188946,0.0
232,-72.15,-46.03,-34.035599943945975,-52.21758445554349,125.0,0.0,50.02393096623655,55.08629,823.20374,823.20374,186.45443,-37.67985,11.88979,19.76819,187.18942,117.90839,-5.78049,32.20634,55.26908,0.5621066411604262,0.0
233,-68.64,-20.989999999999995,-49.78535364184896,-23.883972140650574,72.0,0.0,27.439058237455605,56.03396,2269.03538,2269.03538,-0.30437,44.42328,-50.65688,15.20205,37.90336,7.41165,-8.01563,11.06405,2828.7525600000004,0.19310412906860705,0.0
234,-70.23,-32.88,-31.673462230938995,-38.452438164335284,118.0,0.0,25.079513216788193,56.01335,1214.79662,1214.79662,9.14387,12.94712,2.64608,-19.10182,4.79543,-50.93405,5.73339,84.62147,1543.4824599999997,-1.4769232557132765,0.0
235,-69.09,-24.24,-36.26000674518699,-28.9788699665072,100.0,0.0,32.71824622670019,55.89837,2222.09007,102.27318,37.98632,67.73864,-37.71244,4.38564,62.78194,74.37668,-0.0164,49.83202,2549.28917,0.8697329163916931,0.0
236,-77.32,8.49,-77.32840664056882,6.1489816643147215,31.0,0.0,67.30490431481655,53.86856,275.76218,275.76218,83.23087,-54.31953,3.24804,-10.83313,95.13708,-42.15798,-63.18195,23.89951,6107.563290000002,-0.4171251615494257,0.0
237,-75.03,3.52,-37.66145089699487,-2.5143854452538346,116.0,0.0,34.32190513865957,54.49636,2990.71649,413.44205,73.48707,5.02915,-6.11304,-24.65263,97.39505,-79.39871,18.74738,39.18772,6107.563290000002,-0.6839547326790195,0.0
238,-75.3,4.18,-70.51725441461309,0.6841964923413769,26.0,0.0,72.48926632326415,55.60643,55.60643,55.60643,95.27551,6.08942,-5.02852,7.91984,108.12544,-21.40861,-27.99224,11.19959,6107.563290000002,-0.19546972408887944,0.0
